platform,media_id,language,tracker_language,tracker_date,genre,emotion,post_created_date,timestamp,data_fetched_time,permalink,reach,views,likes,comments,shares,total_interactions
Instagram,18085937572973489,en,English,11th March 2026,Current-Affairs,Pride,2026-03-11,2026-03-11T03:07:17+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVun1eYk3BW/,2373,3644,18,0,2,23
Instagram,18101331140495007,hi,Hindi,03-11-2026,Current-Affairs,Curiosity,2026-03-11,2026-03-11T15:22:03+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVv76-GExat/,17,38,1,0,0,1
Instagram,18039080114759037,hi,Hindi,03-11-2026,Current-Affairs,Happiness/ Joy,2026-03-11,2026-03-11T14:30:35+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVv2CVyE2f_/,14,23,1,0,0,1
Instagram,17911527270166461,hi,Hindi,03-11-2026,Current-Affairs,Shock -VE,2026-03-11,2026-03-11T13:36:30+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvv2GzkR5D/,15,24,3,0,0,3
Instagram,17961953582908449,hi,Hindi,03-11-2026,Current-Affairs,Shock -VE,2026-03-11,2026-03-11T12:06:21+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvlh7gEzDK/,16,30,2,0,0,2
Instagram,18164924650414794,hi,Hindi,03-11-2026,Entertainment,Motivation,2026-03-11,2026-03-11T10:53:41+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvdNqLEiLJ/,59,40,3,0,0,3
Instagram,17856680346623040,hi,Hindi,03-11-2026,Current-Affairs,Sadness,2026-03-11,2026-03-11T09:01:06+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvQU7ymm6T/,19,38,5,0,0,5
Instagram,17886466446459776,hi,Hindi,03-11-2026,Current-Affairs,Wow! Amazing!,2026-03-11,2026-03-11T07:19:56+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvEwTaiUim/,11,26,3,0,0,4
Instagram,17904883161370128,hi,Hindi,03-11-2026,Current-Affairs,Sadness,2026-03-11,2026-03-11T05:00:29+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVu0ycGiOhe/,14,35,3,0,0,3
Instagram,18210934945321302,hi,Hindi,03-11-2026,Off-beat,Shock -VE,2026-03-11,2026-03-11T02:39:44+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVukradCg3S/,16,40,2,0,0,2
Instagram,17877025584415776,ml,Malayalam,11-03- 2026,Entertainment,Gossip,2026-03-11,2026-03-11T15:17:42+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVv7bJuDiCG/,36,43,0,0,0,0
Instagram,18094526080991736,ml,Malayalam,11-03- 2026,Lifestyle,Shocking,2026-03-11,2026-03-11T11:11:37+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvfQzMj02a/,21,25,0,0,0,0
Instagram,18192614785358855,ml,Malayalam,11-03- 2026,International Politics,Curious,2026-03-11,2026-03-11T08:35:21+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvNYl2EhH-/,26,31,1,0,0,1
Instagram,18082103039041428,ml,Malayalam,11-03- 2026,Curent-Affairs,Shocking,2026-03-11,2026-03-11T06:35:30+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVu_qSFEsc_/,22,27,0,0,0,0
Instagram,18312102040283867,ml,Malayalam,11-03- 2026,Business,Shocking,2026-03-11,2026-03-11T05:11:58+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVu2Gz2EqCA/,23,38,1,0,0,1
Instagram,18081526556616582,ta,Tamil,03-11-2026,Politics,Happy,2026-03-11,2026-03-11T16:01:32+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVwAcMrjSXz/,12,19,2,0,0,2
Instagram,18077789012605951,ta,Tamil,03-11-2026,Sports,excitement,2026-03-11,2026-03-11T14:20:37+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVv04d5EfHp/,12,20,2,0,0,2
Instagram,18081852362048171,ta,Tamil,03-11-2026,Entertainment,Shock,2026-03-11,2026-03-11T12:17:59+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvm2-3gLep/,15,17,2,0,0,2
Instagram,18571469761045468,ta,Tamil,03-11-2026,Curent-Affairs,Sad,2026-03-11,2026-03-11T10:39:19+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvbkRfEz5o/,10,17,2,0,0,2
Instagram,18128798131555619,ta,Tamil,03-11-2026,Curent-Affairs,sad,2026-03-11,2026-03-11T08:31:00+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvM4hfEqoX/,8,17,0,0,0,0
Instagram,18121062559609751,ta,Tamil,03-11-2026,Business,proud,2026-03-11,2026-03-11T06:39:36+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVvAItFlJrQ/,8,14,0,0,0,0
Instagram,17893834602434358,ta,Tamil,03-11-2026,Crime,Sad,2026-03-11,2026-03-11T04:26:18+0000,2026-03-14 23:30:38,https://www.instagram.com/p/DVuw4boFC-y/,9,15,0,0,0,0
Instagram,18404238970178757,en,English,12th March 2026,Current-Affairs,Curiosity,2026-03-12,2026-03-12T15:25:42+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyhIjNjRbL/,1225,2013,12,0,1,13
Instagram,18059024066396085,en,English,12th March 2026,Sports,Surprise +VE,2026-03-12,2026-03-12T14:15:29+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyZGlMFwin/,1292,2039,7,0,0,7
Instagram,18073730003168047,en,English,12th March 2026,Off-beat,Shock -VE,2026-03-12,2026-03-12T12:31:46+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyNO5WF7vq/,1458,2317,8,0,1,11
Instagram,18110953597776155,en,English,12th March 2026,Crime,Shock -VE,2026-03-12,2026-03-12T11:32:47+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyGevuCd4c/,5773,10002,26,0,6,36
Instagram,17880570954496758,en,English,12th March 2026,Entertainment,Controversy,2026-03-12,2026-03-12T10:18:53+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx-Bx6kiJl/,3299,5698,20,0,1,23
Instagram,17850486135689127,en,English,12th March 2026,Current-Affairs,Shock -VE,2026-03-12,2026-03-12T09:36:31+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx5LMfjeQm/,1928,3161,16,0,0,19
Instagram,18090473972161209,en,English,12th March 2026,Entertainment,Happiness,2026-03-12,2026-03-12T09:02:17+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx1QU3krr3/,1815,2838,20,0,1,22
Instagram,17978837870992655,en,English,12th March 2026,Sports,Controversy,2026-03-12,2026-03-12T09:01:24+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx1KI-kkT7/,3164,5514,29,1,8,40
Instagram,18055225775472630,en,English,12th March 2026,Lifestyle,Wow! Amazing!,2026-03-12,2026-03-12T08:54:02+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx0VN0jXAz/,870,1346,11,0,0,12
Instagram,18174598603391267,en,English,12th March 2026,Entertainment,Controversy,2026-03-12,2026-03-12T08:01:40+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxuUqpje6Y/,3444,5666,26,0,1,27
Instagram,17929663803230125,en,English,12th March 2026,Entertainment,Fandom,2026-03-12,2026-03-12T07:04:02+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxnuq1ib74/,1828,2844,17,0,0,17
Instagram,18019167383815533,en,English,12th March 2026,Entertainment,Shock -VE,2026-03-12,2026-03-12T06:50:40+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxmMYOiTmD/,2225,3646,27,0,3,30
Instagram,18094521776046165,en,English,12th March 2026,Off-beat,Surprise +VE,2026-03-12,2026-03-12T05:42:26+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxeYx_mqtU/,1837,2939,15,0,0,17
Instagram,18188860678317832,en,English,12th March 2026,Current-Affairs,Shock -VE,2026-03-12,2026-03-12T02:55:19+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxLQxnF3Zh/,1732,2824,16,0,4,21
Instagram,18094350515049270,hi,Hindi,03-12-2026,Current-Affairs,Controvery,2026-03-12,2026-03-12T15:32:10+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyh38xk-EM/,26,37,1,0,0,1
Instagram,18002848877906180,hi,Hindi,03-12-2026,Sports,Curiosity,2026-03-12,2026-03-12T14:35:10+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVybW-kF3Ng/,11,24,2,0,0,2
Instagram,18578833735034336,hi,Hindi,03-12-2026,Current-Affairs,Shock -VE,2026-03-12,2026-03-12T12:53:41+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyPvWhEsvd/,15,28,4,0,0,4
Instagram,18097086802803744,hi,Hindi,03-12-2026,Politics,Breaking News,2026-03-12,2026-03-12T11:00:59+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyC19mANQc/,13,21,5,0,0,5
Instagram,18314863846266376,hi,Hindi,03-12-2026,Off-beat,Surprise +VE,2026-03-12,2026-03-12T09:13:10+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx2gXijZHI/,17,46,4,0,0,4
Instagram,17916568149301887,hi,Hindi,03-12-2026,Current-Affairs,Controvery,2026-03-12,2026-03-12T06:56:08+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxm0jLDjoH/,24,43,1,0,0,1
Instagram,18118344193543984,hi,Hindi,03-12-2026,Off-beat,Funny/ Laughter,2026-03-12,2026-03-12T05:18:03+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxbmKaDk4F/,17,32,3,0,0,3
Instagram,18309032821276828,hi,Hindi,03-12-2026,Off-beat,,2026-03-12,2026-03-12T02:53:43+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxLFCkE7RN/,65,49,4,0,0,4
Instagram,18124639639574032,ml,Malayalam,12-03- 2026,Business,Sad,2026-03-12,2026-03-12T17:14:55+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVytok0D9fL/,28,37,2,0,0,2
Instagram,18176566816383641,ml,Malayalam,12-03- 2026,Entertainment,Sad,2026-03-12,2026-03-12T16:15:33+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVym1vKDRUM/,25,28,1,0,0,1
Instagram,18095570431991678,ml,Malayalam,12-03- 2026,Politics,Curious,2026-03-12,2026-03-12T14:14:56+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyZCRrDm4q/,31,36,1,0,0,1
Instagram,18014855033666123,ml,Malayalam,12-03- 2026,Curent-Affairs,Curious,2026-03-12,2026-03-12T13:25:44+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyTaHNEoUS/,29,34,1,0,0,1
Instagram,18070770863634907,ml,Malayalam,12-03- 2026,Sports,Surprise,2026-03-12,2026-03-12T11:33:04+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyGhFpiZgH/,33,49,2,0,0,2
Instagram,18083768117258380,ml,Malayalam,12-03- 2026,Crime,Shocking,2026-03-12,2026-03-12T10:17:07+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx90mmlRac/,38,57,4,0,0,5
Instagram,18118451818624717,ml,Malayalam,12-03- 2026,Curent-Affairs,Shocking,2026-03-12,2026-03-12T08:52:34+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx0JXfDSXN/,27,37,0,0,0,0
Instagram,18098012200770686,ml,Malayalam,12-03- 2026,Entertainment,Happy,2026-03-12,2026-03-12T08:24:42+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxw9O6jV7n/,26,35,0,0,0,1
Instagram,18108792919772358,ml,Malayalam,12-03- 2026,Entertainment,Sad,2026-03-12,2026-03-12T07:17:04+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxpN5-jWnV/,351,38,2,0,0,2
Instagram,18003161003855114,ml,Malayalam,12-03- 2026,Business,Curious,2026-03-12,2026-03-12T05:51:29+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxfbUjEpp-/,30,41,2,0,0,2
Instagram,17947967196118509,ta,Tamil,03-12-2026,Entertainment,Controversy,2026-03-12,2026-03-12T15:37:13+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyicmQk7IU/,24,39,2,0,0,2
Instagram,18104887555893825,ta,Tamil,03-12-2026,Crime,Anger,2026-03-12,2026-03-12T13:33:54+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyUWBZjG11/,16,30,2,0,0,2
Instagram,17849537208658482,ta,Tamil,03-12-2026,Curent-Affairs,Shocking,2026-03-12,2026-03-12T11:37:37+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVyHCKLkiOp/,20,36,3,0,0,3
Instagram,17854658271679045,ta,Tamil,03-12-2026,Lifestyle,excitement,2026-03-12,2026-03-12T09:49:30+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVx6qmVF7j6/,20,34,2,0,0,2
Instagram,17920688283271434,ta,Tamil,03-12-2026,Entertainment,Surprise,2026-03-12,2026-03-12T08:10:06+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxvSs7jXco/,17,28,2,0,0,2
Instagram,18078374342376903,ta,Tamil,03-12-2026,Off-beat,Spiritual,2026-03-12,2026-03-12T05:39:26+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxeCqtEmf-/,18,30,1,0,0,1
Instagram,17958974877062687,ta,Tamil,03-12-2026,Curent-Affairs,Fear/Concern,2026-03-12,2026-03-12T03:37:54+0000,2026-03-15 23:30:58,https://www.instagram.com/p/DVxQItblwus/,17,24,1,0,0,1
Instagram,17998231760740557,en,English,13th March,Int others,Surprise +VE,2026-03-13,2026-03-13T14:09:12+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV09LQoAKkE/,1892,3109,31,0,0,35
Instagram,17984649356912384,en,English,13th March,Politics,Controversy,2026-03-13,2026-03-13T12:02:51+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0ut4IDgdp/,5284,9054,25,0,9,37
Instagram,17984291015952251,en,English,13th March,Cultural,Happiness,2026-03-13,2026-03-13T11:18:55+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0psCZjkaS/,1382,2159,8,0,0,8
Instagram,17980844990977014,en,English,13th March,Current-Affairs,Surprise +VE,2026-03-13,2026-03-13T10:11:27+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0h-JnGnPR/,1198,1803,9,0,1,12
Instagram,18005363918894624,en,English,13th March,Sports,Controversy,2026-03-13,2026-03-13T09:37:19+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0eDzcEgil/,3094,4660,17,2,2,21
Instagram,17868716058584326,en,English,13th March,Entertainment,Fandom,2026-03-13,2026-03-13T08:33:03+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0WtSdDQHv/,872,1301,5,0,1,6
Instagram,18058414823412269,en,English,13th March,Sports,Controversy,2026-03-13,2026-03-13T07:55:36+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0SbICjahq/,1472,2510,28,0,7,35
Instagram,18080186729609749,en,English,13th March,Entertainment,Happiness,2026-03-13,2026-03-13T07:00:27+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0MG-ADTLr/,4754,7424,196,0,5,218
Instagram,18044482964534195,en,English,13th March,Entertainment,Controversy,2026-03-13,2026-03-13T05:35:21+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0CY0MATmS/,543465,816192,3857,85,3652,8074
Instagram,18112032529680871,en,English,13th March,Current-Affairs,Shock -VE,2026-03-13,2026-03-13T03:59:26+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DVz3ZKFE3Jq/,2594,4264,13,1,2,16
Instagram,18094462709122584,hi,Hindi,03-13-2026,Current-Affairs,Fear/ Concern,2026-03-13,2026-03-13T15:13:57+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV1ElMACAJa/,18,48,4,0,0,4
Instagram,18045795602722743,hi,Hindi,03-13-2026,Entertainment,Controvery,2026-03-13,2026-03-13T13:04:18+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV01vusD5oJ/,14,34,2,0,0,2
Instagram,18090133307169743,hi,Hindi,03-13-2026,Crime,Anger/ Rage,2026-03-13,2026-03-13T09:29:32+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0dLAHjf9-/,22,62,3,0,0,3
Instagram,17853208095633321,hi,Hindi,03-13-2026,Off-beat,Shock -VE,2026-03-13,2026-03-13T06:49:58+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0K6PwEhCJ/,18,46,1,0,0,1
Instagram,18093787822858020,hi,Hindi,03-13-2026,Sports,Controvery,2026-03-13,2026-03-13T03:07:17+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DVzxaUlCp8u/,17,44,5,0,0,5
Instagram,18564571906004722,ml,Malayalam,13-03- 2026,International Politics,Sad,2026-03-13,2026-03-13T16:08:02+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV1Kxg3DqvX/,36,44,3,0,0,4
Instagram,17850624759646517,ml,Malayalam,13-03- 2026,International Politics,Surprise,2026-03-13,2026-03-13T13:53:24+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV07XeWjh20/,32,45,1,0,0,1
Instagram,18321273682301786,ml,Malayalam,13-03- 2026,Entertainment,Curious,2026-03-13,2026-03-13T12:32:10+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0yEq9Dn8M/,42,53,2,0,0,3
Instagram,18112379551708510,ml,Malayalam,13-03- 2026,Curent-Affairs,Curious,2026-03-13,2026-03-13T11:21:02+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0p7iJE8Mv/,35,53,2,0,0,2
Instagram,17937378036177313,ml,Malayalam,13-03- 2026,Entertainment,empathy,2026-03-13,2026-03-13T10:18:48+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0izqCDqw6/,45,56,5,0,0,5
Instagram,18141566440435610,ml,Malayalam,13-03- 2026,Off-beat,Shock,2026-03-13,2026-03-13T09:07:12+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0anasklQg/,35,43,1,0,0,1
Instagram,18093891290082564,ml,Malayalam,13-03- 2026,Sports,Happy,2026-03-13,2026-03-13T08:13:26+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0UdvOjZ9y/,49,60,0,0,0,0
Instagram,18569512087050803,ml,Malayalam,13-03- 2026,Sports,Shocking,2026-03-13,2026-03-13T07:09:35+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0NKBRDTu1/,36,44,1,0,0,1
Instagram,18113315989731416,ml,Malayalam,13-03- 2026,Curent-Affairs,Surprise,2026-03-13,2026-03-13T05:54:12+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0Eht0kjy2/,34,49,1,0,0,1
Instagram,18069947876244541,ta,Tamil,03-13-2026,Curent-Affairs,Happy,2026-03-13,2026-03-13T15:47:09+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV1IYz_jlj1/,23,37,1,0,0,1
Instagram,17865753477602619,ta,Tamil,03-13-2026,Crime,Anger,2026-03-13,2026-03-13T13:40:29+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV055C1Dmkl/,20,29,2,0,0,2
Instagram,18104692393883694,ta,Tamil,03-13-2026,Off-beat,excitement,2026-03-13,2026-03-13T11:33:18+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0rVeimjX8/,21,34,3,0,0,3
Instagram,17975657633844019,ta,Tamil,03-13-2026,Lifestyle,Fear/Concern,2026-03-13,2026-03-13T09:31:06+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0dWcTjRjG/,17,37,1,0,0,1
Instagram,18098124734484147,ta,Tamil,03-13-2026,Lifestyle,Shock,2026-03-13,2026-03-13T06:39:09+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DV0JrEbksmy/,19,35,1,0,0,1
Instagram,18099054421747532,ta,Tamil,03-13-2026,Sports,Controversy,2026-03-13,2026-03-13T03:44:07+0000,2026-03-16 23:30:21,https://www.instagram.com/p/DVz1pHpk8Pw/,23,53,2,0,0,2
Instagram,18105398386858198,en,English,14-03-2026,Entertainment,Surprise +VE,2026-03-14,2026-03-14T15:11:01+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3pC0WE0Cc/,3304,4424,21,0,57,80
Instagram,18085486256587670,en,English,14-03-2026,Entertainment,Controversy,2026-03-14,2026-03-14T12:07:27+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3UCPNCJXU/,1376,2159,8,0,0,9
Instagram,17858194404655128,en,English,14-03-2026,International Politics,Shock -VE,2026-03-14,2026-03-14T09:15:26+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3AWsemnMD/,1185,1957,12,0,1,14
Instagram,18102448900900155,en,English,14-03-2026,Off-beat,Funny,2026-03-14,2026-03-14T07:55:41+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV23OZriWK7/,2570,4299,19,0,3,23
Instagram,17909967549352917,en,English,14-03-2026,Current-Affairs,Fear/Concern,2026-03-14,2026-03-14T06:22:28+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2sjyKjx-N/,2803,4799,27,0,1,32
Instagram,17984500466967356,en,English,14-03-2026,Off-beat,Funny,2026-03-14,2026-03-14T05:25:57+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2mFZ7irx1/,753,1299,10,0,0,10
Instagram,18073901549529886,en,English,14-03-2026,Entertainment,Sadness,2026-03-14,2026-03-14T04:35:22+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2gTjjjItu/,4714,7043,36,0,9,45
Instagram,18572245804000172,hi,Hindi,03-14-2026,Current-Affairs,Breaking News,2026-03-14,2026-03-14T15:21:15+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3qNuxCGht/,15,33,3,0,0,3
Instagram,18122567299573539,hi,Hindi,03-14-2026,Entertainment,Shock -VE,2026-03-14,2026-03-14T13:02:58+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3aYrHiK4d/,14,36,5,0,0,5
Instagram,18044726870738851,hi,Hindi,03-14-2026,Lifestyle,Breaking News,2026-03-14,2026-03-14T09:30:49+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3CHPUGp-f/,16,31,4,0,0,4
Instagram,17874512949549948,hi,Hindi,03-14-2026,Current-Affairs,Surprise +VE,2026-03-14,2026-03-14T06:56:16+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2wba5iQ0B/,23,60,4,0,0,4
Instagram,18188582047363399,hi,Hindi,03-14-2026,Current-Affairs,Sadness,2026-03-14,2026-03-14T03:00:44+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2VeUGDO2V/,15,51,1,0,0,1
Instagram,18087832079229317,ml,Malayalam,14-03- 2026,Lifestyle,Curious,2026-03-14,2026-03-14T14:47:29+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3mWIoCMo2/,56,81,4,0,0,4
Instagram,17909135631181211,ml,Malayalam,14-03- 2026,Entertainment,empathy,2026-03-14,2026-03-14T12:06:24+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3T61bkixE/,57,84,2,0,0,2
Instagram,18078868325377791,ml,Malayalam,14-03- 2026,Business,excitement,2026-03-14,2026-03-14T10:26:36+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3If_PGhx1/,48,61,1,0,0,1
Instagram,18157500256439924,ml,Malayalam,14-03- 2026,Curent-Affairs,Curious,2026-03-14,2026-03-14T10:26:08+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3IcW2GtuQ/,43,51,1,0,0,1
Instagram,18386524684080175,ml,Malayalam,14-03- 2026,Curent-Affairs,Curious,2026-03-14,2026-03-14T08:15:42+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV25g6Pmj5Y/,42,48,2,0,0,2
Instagram,17877214707532648,ml,Malayalam,14-03- 2026,Curent-Affairs,Shocking,2026-03-14,2026-03-14T07:45:47+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV22F4aDfnY/,41,55,0,0,0,0
Instagram,17928280194218619,ml,Malayalam,14-03- 2026,Curent-Affairs,Shock,2026-03-14,2026-03-14T06:15:23+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2rv5RjJQa/,39,50,1,0,0,2
Instagram,18171092914401921,ml,Malayalam,14-03- 2026,International Politics,Happy,2026-03-14,2026-03-14T05:37:35+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2na90lhen/,41,53,1,0,0,1
Instagram,18076063466419384,ta,Tamil,03-14-2026,Politics,Spiritual,2026-03-14,2026-03-14T15:30:44+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3rS9eiNw7/,32,44,3,0,0,3
Instagram,17965131555022101,ta,Tamil,03-14-2026,Curent-Affairs,Sad,2026-03-14,2026-03-14T14:02:28+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3hMxgDhIw/,27,32,3,0,0,3
Instagram,18566242615048496,ta,Tamil,03-14-2026,Sports,Proud,2026-03-14,2026-03-14T12:31:09+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3WwILDh9_/,37,42,3,0,0,3
Instagram,18171867640399552,ta,Tamil,03-14-2026,Curent-Affairs,Happy,2026-03-14,2026-03-14T11:03:03+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3MqpykiCQ/,32,46,2,0,0,2
Instagram,17877982623519574,ta,Tamil,03-14-2026,Entertainment,Emotion,2026-03-14,2026-03-14T09:39:06+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV3DD8UGhLJ/,35,47,1,0,0,1
Instagram,17982025859969668,ta,Tamil,03-14-2026,Lifestyle,Shocking,2026-03-14,2026-03-14T07:40:30+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV21fUfCbUP/,32,47,0,0,0,0
Instagram,18044952110735975,ta,Tamil,03-14-2026,Curent-Affairs,excitement,2026-03-14,2026-03-14T05:34:06+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2nBhdDN9j/,31,44,1,0,0,1
Instagram,18097261894983351,ta,Tamil,03-14-2026,Entertainment,Controversy,2026-03-14,2026-03-14T03:31:03+0000,2026-03-17 23:30:27,https://www.instagram.com/p/DV2Y8PLjp2h/,33,44,2,0,0,2
Instagram,17859498030616416,en,English,15-03-2026,Current-Affairs,Breaking News,2026-03-15,2026-03-15T16:11:09+0000,2026-03-18 23:30:48,https://www.instagram.com/p/DV6Ut9aE32u/,1682,2794,11,0,1,15
Instagram,18092838644039474,en,English,15-03-2026,Off-beat,Heartwarming,2026-03-15,2026-03-15T15:01:51+0000,2026-03-18 23:30:48,https://www.instagram.com/p/DV6Myc5E8ni/,4032,6302,56,0,1,57
Instagram,18090390080324023,en,English,15-03-2026,Sports,Happiness,2026-03-15,2026-03-15T10:03:54+0000,2026-03-18 23:30:48,https://www.instagram.com/p/DV5qtf1gfxw/,1691,3957,33,0,0,33
Instagram,18093086441041094,en,English,15-03-2026,Sports,Breaking News,2026-03-15,2026-03-15T09:53:03+0000,2026-03-18 23:30:48,https://www.instagram.com/p/DV5pctMgh8o/,1085,1800,7,0,1,8
Instagram,18452312233100254,en,English,15-03-2026,Current-Affairs,Anger,2026-03-15,2026-03-15T09:01:43+0000,2026-03-18 23:30:48,https://www.instagram.com/p/DV5jk8oDqiA/,2888,5016,36,0,2,40
Instagram,18144538132471481,en,English,15-03-2026,Entertainment,Heartwarming,2026-03-15,2026-03-15T07:31:44+0000,2026-03-18 23:30:48,https://www.instagram.com/p/DV5ZRTmgvrV/,1353,2271,13,0,0,14
